State,Total_Transactions,Total_amount
rajasthan,270041,392579890.7
rajasthan,256015,527712734.7
rajasthan,255251,514871820.9
rajasthan,4954219,7600396570
rajasthan,914628,927259885.3
rajasthan,888065,939365230.3
rajasthan,866730,1280261615
rajasthan,829260,671569904.5
rajasthan,817617,832399002
rajasthan,687134,829412680.7
rajasthan,523857,810765253.5
rajasthan,505288,555969533.2
rajasthan,494916,703838907
rajasthan,14130072,26047079271
rajasthan,961632,1089991054
rajasthan,894996,1019525321
rajasthan,890906,1541775592
rajasthan,746005,982069067.5
rajasthan,734567,999364592.6
rajasthan,622825,692917325.6
rajasthan,580827,1084980566
rajasthan,540137,651025423.7
rajasthan,481947,533557911.7
rajasthan,15037317,31903765547
rajasthan,1550134,2167505705
rajasthan,1480257,1488138012
rajasthan,1443448,1393654037
rajasthan,1210064,1401914422
rajasthan,1191769,1344389252
rajasthan,928820,1443439642
rajasthan,891386,905427237.8
rajasthan,863740,910362505.4
rajasthan,754156,719052480.9
rajasthan,17153003,41220743922
rajasthan,2336054,4842974164
rajasthan,1757873,1800314440
rajasthan,1739574,1826908588
rajasthan,1727597,2948686059
rajasthan,1516400,1899752188
rajasthan,1434616,1789927250
rajasthan,1121852,2021733041
rajasthan,1085573,1181095865
rajasthan,1075217,1230485154
rajasthan,24180734,56174137378
rajasthan,1996180,3326530111
rajasthan,1789653,1905816172
rajasthan,1770262,1906037317
rajasthan,1655754,2113727256
rajasthan,1549817,2022100646
rajasthan,1198654,2157945593
rajasthan,1149971,1382303914
rajasthan,1117666,1240834639
rajasthan,924684,1640589771
rajasthan,22032140,53610675079
rajasthan,1714609,2805378023
rajasthan,1047487,1845583606
rajasthan,1044546,1488165240
rajasthan,926234,1253758485
rajasthan,903625,1405329604
rajasthan,811144,1380878642
rajasthan,761900,1520341325
rajasthan,719586,886591682.9
rajasthan,663321,1074122004
rajasthan,34723808,78104750484
rajasthan,2978724,5083852171
rajasthan,2115683,3088837508
rajasthan,1968883,2458207768
rajasthan,1953633,2912254256
rajasthan,1889390,3796669781
rajasthan,1555246,2048386117
rajasthan,1417426,2558836732
rajasthan,1404294,3422321139
rajasthan,1351686,1726675997
rajasthan,31028451,71599277149
rajasthan,4133916,7568975613
rajasthan,2950949,4511165481
rajasthan,2848123,4361341516
rajasthan,2779460,3652602992
rajasthan,2629635,5425595085
rajasthan,2430258,3127351375
rajasthan,1977523,3736918632
rajasthan,1966049,2555419117
rajasthan,1854909,3227139564
rajasthan,65639307,1.24E+11
rajasthan,4626616,8288838208
rajasthan,3612063,5110071896
rajasthan,3465448,5109169389
rajasthan,3441904,3949712104
rajasthan,3318773,4063958276
rajasthan,3151531,6524694767
rajasthan,2738155,5518370415
rajasthan,2670189,5488684266
rajasthan,2387446,3011565654
rajasthan,81782827,1.52E+11
rajasthan,4455183,8128208165
rajasthan,3589441,7045762856
rajasthan,3266095,6504167323
rajasthan,3136173,6430454559
rajasthan,3101183,5128482818
rajasthan,2864013,4675938162
rajasthan,2560262,3674928486
rajasthan,2233349,2892405366
rajasthan,2197797,4079791173
rajasthan,108659324,1.80E+11
rajasthan,6639234,11240165600
rajasthan,5012691,7507160884
rajasthan,4961430,7074828643
rajasthan,4899345,9273336542
rajasthan,4829818,8703493394
rajasthan,4573490,5136436713
rajasthan,4394803,5407583427
rajasthan,4292426,7806752221
rajasthan,3587905,4232428315
rajasthan,130544931,2.26E+11
rajasthan,7664076,13974005841
rajasthan,5920882,8742491301
rajasthan,5816053,10861143409
rajasthan,5701411,9076213569
rajasthan,5610874,10912550816
rajasthan,5423917,6497157351
rajasthan,5032416,6628312237
rajasthan,4339511,5160132598
rajasthan,3824987,6994409527
rajasthan,148956604,2.49E+11
rajasthan,8411664,15192162140
rajasthan,6783960,9708132763
rajasthan,6561991,12559359990
rajasthan,6558498,10262133729
rajasthan,6508137,12070291946
rajasthan,6423696,7120253657
rajasthan,5642776,7178086780
rajasthan,5085722,9139679959
rajasthan,5061954,5938352462
rajasthan,181570316,2.90E+11
rajasthan,9813239,17025818434
rajasthan,8308435,11317574894
rajasthan,7973666,8222092236
rajasthan,7814739,11969825649
rajasthan,7781332,13788621735
rajasthan,7375429,13931581131
rajasthan,6520767,8076295073
rajasthan,5938616,6632582851
rajasthan,5916640,10390818560
rajasthan,220682742,3.23E+11
rajasthan,25003955,42498352745
rajasthan,17890647,28024153451
rajasthan,13698118,22015857946
rajasthan,8312801,12519178755
rajasthan,8160915,11112703183
rajasthan,8149741,14136337590
rajasthan,7835035,11763047433
rajasthan,7686092,8231855856
rajasthan,6645042,11487888510
rajasthan,255709582,4.01E+11
rajasthan,35485978,58286397999
rajasthan,14447137,24564518829
rajasthan,12521162,18895176739
rajasthan,12252353,20814295263
rajasthan,9296078,12502359023
rajasthan,9041051,14374749827
rajasthan,8692049,12958768543
rajasthan,8213130,8741507072
rajasthan,7900335,14128879351
sikkim,5740,8443342.107
sikkim,4923,8507451.801
sikkim,4892,6610610.224
sikkim,4652,5416856.565
sikkim,3904,6401450.467
sikkim,3423,5271681.514
sikkim,2353,3784089.356
sikkim,1875,2909397.045
sikkim,1611,2684577.333
sikkim,1571,1867581.061
sikkim,10559,25376078.16
sikkim,8320,17627063.52
sikkim,7587,12429404.05
sikkim,6615,12023487.66
sikkim,6185,8200222.823
sikkim,6034,9201956.618
sikkim,5406,11530694.9
sikkim,3787,7797319.795
sikkim,3076,5486738.554
sikkim,2521,5845389.535
sikkim,14511,34011083.77
sikkim,12719,30285691.23
sikkim,11706,21297531.72
sikkim,9650,13225690.98
sikkim,8947,18373605.66
sikkim,8118,16350127.88
sikkim,7647,15980561.15
sikkim,6069,18273776.58
sikkim,5013,9609944.748
sikkim,3808,8408431.744
sikkim,20274,53997162.86
sikkim,17874,51134858.41
sikkim,14835,29688373.69
sikkim,12922,27493186.62
sikkim,12194,28644361.47
sikkim,10755,16186830.44
sikkim,9958,25407465.4
sikkim,9848,35890081.44
sikkim,6911,16121583.56
sikkim,6441,19760103.61
sikkim,74498,118108022.6
sikkim,21109,50167286.5
sikkim,18576,33157853.81
sikkim,17417,30929894.25
sikkim,16362,31811430.36
sikkim,14393,21078097.18
sikkim,11200,11367960.97
sikkim,10400,25036622.86
sikkim,8854,20006886.68
sikkim,8824,25342420.05
sikkim,210317,320406038
sikkim,24154,64795365.57
sikkim,18971,36887058.43
sikkim,17748,35346089.92
sikkim,16399,36945172.9
sikkim,14288,37325640.06
sikkim,12919,21067430.21
sikkim,11562,36545078.1
sikkim,9748,23480406.62
sikkim,9511,32108557.5
sikkim,310087,394711071.8
sikkim,32914,76983431.71
sikkim,26828,46674446.39
sikkim,23625,43190098.96
sikkim,22979,44953253.44
sikkim,18083,46382018.67
sikkim,17566,26387237.5
sikkim,17217,37733943.18
sikkim,14129,28436392.27
sikkim,11489,28161212.79
sikkim,477056,567811576.1
sikkim,36686,91018557.14
sikkim,30341,54437850.42
sikkim,27684,51758366.28
sikkim,27482,53701004.08
sikkim,21140,49605023.06
sikkim,20329,29141715.82
sikkim,19877,52411868.43
sikkim,17731,36781344.81
sikkim,14876,26432352.63
sikkim,198806,401678944.1
sikkim,39914,88772696.6
sikkim,34812,62301799.71
sikkim,33365,60978284.12
sikkim,32484,60406556.55
sikkim,23977,31562106.47
sikkim,23512,53543544.94
sikkim,21299,43678592.89
sikkim,20694,52272287.17
sikkim,17254,27168214.39
sikkim,99514,241524817.8
sikkim,48169,110771511.1
sikkim,47609,79692784.39
sikkim,44831,77172228.21
sikkim,40423,78103532.52
sikkim,30686,62990274.25
sikkim,30265,50056768.7
sikkim,26448,83171870.68
sikkim,25732,34021829.59
sikkim,19239,32007761.35
sikkim,123677,363123445.9
sikkim,59676,148498181.6
sikkim,52215,103125998
sikkim,47333,92166014.71
sikkim,43495,84621036.76
sikkim,35604,84066020.06
sikkim,34340,67249097.62
sikkim,32188,108277311.9
sikkim,29690,47548419.72
sikkim,22543,58794910.05
sikkim,137621,401393359.4
sikkim,74462,206942913.9
sikkim,63754,144436140.5
sikkim,59211,130294975.4
sikkim,57488,127733770.7
sikkim,49743,170500424.6
sikkim,43961,123348464.1
sikkim,40905,101486444.1
sikkim,33882,73139191.14
sikkim,28640,80259744.72
sikkim,230314,651230894.3
sikkim,72036,214023413.3
sikkim,64481,163867637.4
sikkim,59993,137681981.3
sikkim,54828,140060691.1
sikkim,42491,133107495.4
sikkim,40210,141595710.6
sikkim,37841,103228999
sikkim,30655,61822486.7
sikkim,30224,73885821.6
sikkim,297452,724746706.3
sikkim,83039,235934839.1
sikkim,81870,194136137
sikkim,73086,156852034
sikkim,62588,143959959
sikkim,49090,176166209.4
sikkim,45574,109012656.4
sikkim,44882,120520637.6
sikkim,38319,76655631.82
sikkim,35750,66186273.85
sikkim,338734,867802298.6
sikkim,107611,301811282.8
sikkim,98557,239292130.1
sikkim,94310,192316407.6
sikkim,75667,174940398.5
sikkim,59528,222956316
sikkim,56216,137954758.2
sikkim,54713,159430410.4
sikkim,44864,81576523.35
sikkim,41335,92795839.65
sikkim,541997,1401565373
sikkim,138476,387413440.4
sikkim,118733,235216438.1
sikkim,117138,284731076.8
sikkim,89908,222979795.4
sikkim,78184,274703246.7
sikkim,72748,232954032.5
sikkim,71150,192812272.8
sikkim,58616,104773159.4
sikkim,56402,184698962.3
sikkim,572571,1429425946
sikkim,150873,368906458.4
sikkim,144605,277500079.1
sikkim,137930,331402064.2
sikkim,106025,253796966.4
sikkim,81954,208000061.7
sikkim,80419,240985978
sikkim,75513,124929431.7
sikkim,70343,239867347.3
sikkim,56322,138726250.4
sikkim,766826,1908886120
sikkim,209601,530663891.5
sikkim,180548,323305054.2
sikkim,163476,367603629
sikkim,137789,286425187.3
sikkim,119900,163813399
sikkim,106692,254862677.9
sikkim,105494,315132632.1
sikkim,104473,350115653.1
sikkim,77714,237339189.4
sikkim,794044,1639837897
sikkim,220079,502539799.4
sikkim,197652,331337450.5
sikkim,163633,335841461.2
sikkim,149546,295234865.1
sikkim,128076,292427304.7
sikkim,114055,153227044.6
sikkim,111320,356886543.9
sikkim,93501,256543284.5
sikkim,76971,161156891.8
sikkim,828709,1491008376
sikkim,738136,1658113932
sikkim,228431,481473592.9
sikkim,172812,356768812.7
sikkim,160013,304128893.6
sikkim,121174,264761199.2
sikkim,117743,148922707.3
sikkim,116909,340515167.5
sikkim,104360,298706697.7
sikkim,87881,235914155.2
tamil-nadu,2010196,2997847000
tamil-nadu,234992,366145056.6
tamil-nadu,73267,116043494
tamil-nadu,60315,91076373.45
tamil-nadu,57943,105956128.9
tamil-nadu,53815,100986696.1
tamil-nadu,52912,84235946.34
tamil-nadu,51317,82819235.07
tamil-nadu,46219,86200334.83
tamil-nadu,45667,62295253.94
tamil-nadu,2771900,5194488793
tamil-nadu,423901,748183890.4
tamil-nadu,118614,223853090.9
tamil-nadu,104334,199193599.2
tamil-nadu,98831,179371909.8
tamil-nadu,82169,160980530.7
tamil-nadu,80985,172230601
tamil-nadu,78288,157174034.1
tamil-nadu,67050,127959281.9
tamil-nadu,64872,133464170.2
tamil-nadu,4430587,7070098756
tamil-nadu,744052,1050152008
tamil-nadu,163360,273319148.2
tamil-nadu,150005,290338070.2
tamil-nadu,141460,217401146
tamil-nadu,138418,218687635.6
tamil-nadu,135517,254249371.3
tamil-nadu,122218,185321325.5
tamil-nadu,121577,219715880.5
tamil-nadu,115851,190924882.8
tamil-nadu,5539392,10066365923
tamil-nadu,843859,1423056619
tamil-nadu,226430,320761345.4
tamil-nadu,209669,384451489.5
tamil-nadu,208358,319036633.4
tamil-nadu,203970,421419396.3
tamil-nadu,183276,352623543.5
tamil-nadu,165149,247756868.2
tamil-nadu,155543,278569002.9
tamil-nadu,155412,305501691.7
tamil-nadu,8217185,12799152324
tamil-nadu,1337996,2370445180
tamil-nadu,385521,514070417.8
tamil-nadu,379501,519174547.9
tamil-nadu,344088,591547623
tamil-nadu,321373,579706051.1
tamil-nadu,285441,468046147.2
tamil-nadu,282825,345351598.7
tamil-nadu,264329,377930074.6
tamil-nadu,255536,449790726.3
tamil-nadu,6992850,13700604318
tamil-nadu,1739607,4031103255
tamil-nadu,445866,585669742.3
tamil-nadu,434002,596518369.4
tamil-nadu,422511,937053319.1
tamil-nadu,412809,917369003.9
tamil-nadu,302921,491600273.5
tamil-nadu,301929,661158989.3
tamil-nadu,298156,436263623.9
tamil-nadu,273109,600958887.7
tamil-nadu,6406756,14709936635
tamil-nadu,1998001,5484926978
tamil-nadu,722934,796879009.6
tamil-nadu,649021,734602492.2
tamil-nadu,512223,1307747080
tamil-nadu,510742,1301324485
tamil-nadu,451652,552719273.3
tamil-nadu,422801,601833751.4
tamil-nadu,373860,917332900.2
tamil-nadu,335042,449183531.5
tamil-nadu,10008230,21375916667
tamil-nadu,2511187,6450498209
tamil-nadu,949727,977965752.8
tamil-nadu,866888,899930959.1
tamil-nadu,652932,1545981090
tamil-nadu,635201,702860307.7
tamil-nadu,615141,1454784543
tamil-nadu,569544,745066620.6
tamil-nadu,477841,1090800191
tamil-nadu,465289,564372575
tamil-nadu,14352747,29310364583
tamil-nadu,2111071,5210013493
tamil-nadu,1064670,1128163381
tamil-nadu,924315,997907165.9
tamil-nadu,718114,787939417.5
tamil-nadu,658195,858538448.1
tamil-nadu,549025,641642642.5
tamil-nadu,521888,643566422.7
tamil-nadu,519858,594897331.1
tamil-nadu,464201,1203247532
tamil-nadu,8641869,22394007818
tamil-nadu,1711806,4858715193
tamil-nadu,436554,1192597689
tamil-nadu,366181,539808099.6
tamil-nadu,344887,536735274.3
tamil-nadu,318150,410033288
tamil-nadu,311070,526135656.2
tamil-nadu,290595,360451206.5
tamil-nadu,255659,328797416.6
tamil-nadu,248113,458699601.4
tamil-nadu,11269288,28801727694
tamil-nadu,2261155,6118709429
tamil-nadu,1015825,2794983705
tamil-nadu,598811,1002653791
tamil-nadu,514489,768349593.2
tamil-nadu,512840,818669317.6
tamil-nadu,453384,1223732991
tamil-nadu,448547,1009083629
tamil-nadu,446062,630267409.1
tamil-nadu,397031,1113899382
tamil-nadu,11690163,26114457257
tamil-nadu,2424429,5568050172
tamil-nadu,1174582,2889128961
tamil-nadu,1165466,1845088385
tamil-nadu,1017235,1521953929
tamil-nadu,992411,1308127036
tamil-nadu,940801,1155605481
tamil-nadu,761944,1627583746
tamil-nadu,739273,1109853352
tamil-nadu,710121,904201988.7
tamil-nadu,25512152,44939868773
tamil-nadu,4542090,8296801383
tamil-nadu,2318051,4686183219
tamil-nadu,1238103,1900317478
tamil-nadu,1135840,1360867199
tamil-nadu,1095476,1466611475
tamil-nadu,1072079,1586170319
tamil-nadu,854299,1006535205
tamil-nadu,851451,1833415849
tamil-nadu,831771,1034683333
tamil-nadu,31694305,54282023023
tamil-nadu,5338666,9441179350
tamil-nadu,2808515,5258089983
tamil-nadu,1275081,2006220732
tamil-nadu,1053379,1591448500
tamil-nadu,1016568,1222850945
tamil-nadu,998470,1956382557
tamil-nadu,976163,1399029791
tamil-nadu,968778,1829285602
tamil-nadu,882662,1597137037
tamil-nadu,42982007,71274098296
tamil-nadu,7936164,13854294289
tamil-nadu,3672350,6959855101
tamil-nadu,1825088,2870893024
tamil-nadu,1608746,2373351088
tamil-nadu,1520017,1812031117
tamil-nadu,1367642,2684695543
tamil-nadu,1350298,1860703757
tamil-nadu,1332618,2583766793
tamil-nadu,1310393,2388622654
tamil-nadu,54054310,83084090739
tamil-nadu,10521066,18538563797
tamil-nadu,4873445,8282830632
tamil-nadu,2291857,3599042483
tamil-nadu,1962102,2901462306
tamil-nadu,1820307,2105004028
tamil-nadu,1806619,3224339266
tamil-nadu,1748741,3214426278
tamil-nadu,1601658,2180876812
tamil-nadu,1599490,2680099178
tamil-nadu,62446149,95888452780
tamil-nadu,12588968,24436130479
tamil-nadu,5321118,9190335219
tamil-nadu,2529796,3995922448
tamil-nadu,2133935,3120121471
tamil-nadu,2060478,3585502916
tamil-nadu,2034034,2412500027
tamil-nadu,1982168,3629711419
tamil-nadu,1862567,3056211720
tamil-nadu,1849606,2551967667
tamil-nadu,75241472,1.09E+11
tamil-nadu,14629361,27251696999
tamil-nadu,6530959,10644716245
tamil-nadu,2964991,4720223119
tamil-nadu,2492364,3589177495
tamil-nadu,2484283,4129162576
tamil-nadu,2411211,2767735011
tamil-nadu,2356156,4040419802
tamil-nadu,2286488,3032455838
tamil-nadu,2193353,3271923943
tamil-nadu,54651373,74718053577
tamil-nadu,20259438,28349190741
tamil-nadu,19099879,27635618532
tamil-nadu,11979830,20707246455
tamil-nadu,10598330,17101667469
tamil-nadu,5887176,8047928132
tamil-nadu,3057691,4763463314
tamil-nadu,2820375,4082712918
tamil-nadu,2684155,4773527511
tamil-nadu,2642228,4984058676
tamil-nadu,82889654,1.11E+11
tamil-nadu,21699572,29929367291
tamil-nadu,15769128,23052180926
tamil-nadu,14703058,24536471052
tamil-nadu,7786748,10467948070
tamil-nadu,3757206,6386260127
tamil-nadu,3486481,5357295836
tamil-nadu,3336387,5059804049
tamil-nadu,3113919,4467613783
tamil-nadu,2788086,2868136486
telangana,933013,1643061976
telangana,215623,445608318.3
telangana,160428,316835725.5
telangana,151698,350891989.3
telangana,151246,203677310.1
telangana,137306,211814423.3
telangana,112441,203861708.1
telangana,112432,168520809
telangana,100986,152297504
telangana,94394,188854409.2
telangana,1024336,2257038218
telangana,297195,699643124.8
telangana,232439,485053256.9
telangana,225115,538787867.9
telangana,200504,308906616.3
telangana,189347,355197452.6
telangana,151255,319836635.3
telangana,130067,298618152.8
telangana,124852,248613831.7
telangana,118944,282270122.1
telangana,1726388,3077635699
telangana,549460,1009515710
telangana,535796,508792982.1
telangana,492305,716119184.7
telangana,461234,217879741.7
telangana,435889,737317606
telangana,430231,554000289.3
telangana,274570,304386021.6
telangana,260895,325136953.4
telangana,245913,456030787
telangana,2576408,4841883809
telangana,978014,1574884361
telangana,895344,760635112.2
telangana,771395,1097591902
telangana,769651,1061311575
telangana,706080,833350513
telangana,461691,724904812.8
telangana,435799,429765587.9
telangana,421393,595977795.5
telangana,369821,469133418.7
telangana,9957548,15399177053
telangana,1975646,2764091747
telangana,1697552,1317844519
telangana,1677796,1995814302
telangana,1636032,1881682006
telangana,1529944,2182261089
telangana,1404149,1499878318
telangana,903371,1095746359
telangana,883497,1292058131
telangana,780372,720324989.8
telangana,23303184,42709920755
telangana,3085949,5218807826
telangana,2526725,3574015970
telangana,1894273,2386307157
telangana,1869936,1544355295
telangana,1780144,2227980757
telangana,1642976,2049603262
telangana,1496961,2720759060
telangana,1480944,2546418816
telangana,1040262,1977428088
telangana,27360144,55516914964
telangana,3915249,6863094038
telangana,3798329,4740576706
telangana,2753426,3168448500
telangana,2629557,2029388682
telangana,2606169,2945721385
telangana,2385216,2712147335
telangana,1967878,3306557806
telangana,1855269,3468735909
telangana,1536671,1936873015
telangana,32637373,67244225972
telangana,6103514,11566891431
telangana,4915329,6225556781
telangana,4851385,8542375023
telangana,3658793,4133640908
telangana,3474419,3828190546
telangana,3153300,2536028435
telangana,2939579,3384960921
telangana,2459039,4111941461
telangana,2339941,4437344455
telangana,63671159,1.39E+11
telangana,5283290,7251265301
telangana,4030937,4658668731
telangana,3884043,4343247129
telangana,3044785,2780437456
telangana,2821233,3306303138
telangana,2528782,3581249603
telangana,2180737,3101743455
telangana,2177275,4647570989
telangana,1849558,3987730978
telangana,39752686,1.02E+11
telangana,2779331,4714390214
telangana,2722371,6397270661
telangana,1896744,3081395011
telangana,1461977,3340696162
telangana,1423767,2242259969
telangana,1408700,2447858965
telangana,1403379,2230607213
telangana,1205120,2154217533
telangana,1125474,2262226439
telangana,70732132,1.78E+11
telangana,4818327,7901366589
telangana,3646086,6746066279
telangana,2336855,3855753536
telangana,2240862,3983341841
telangana,2235829,5204420875
telangana,2158500,3554512863
telangana,2014542,4086431822
telangana,1859437,4359145060
telangana,1838354,3319367371
telangana,63797806,1.54E+11
telangana,9070883,13937755537
telangana,5643815,9675318584
telangana,3991810,6396528383
telangana,3765251,6495264678
telangana,3684087,8231302076
telangana,3671481,4383805035
telangana,3576713,5064748267
telangana,3576367,6881582556
telangana,3473445,5673537693
telangana,107274281,2.18E+11
telangana,10520264,15264391308
telangana,7159503,11598274058
telangana,4728444,5317903334
telangana,4385582,5762427604
telangana,4354127,6819509471
telangana,4029164,6832605636
telangana,3830885,8431766336
telangana,3830061,4315546334
telangana,3797889,7344286755
telangana,148864777,3.15E+11
telangana,10572910,17216422937
telangana,8266463,14460490858
telangana,4647957,8385875880
telangana,4555479,7931116247
telangana,4419442,10840946406
telangana,4123183,6944198147
telangana,4116658,6762954140
telangana,4072408,8630289665
telangana,3806010,7090541213
telangana,173430239,3.35E+11
telangana,14524540,22628539274
telangana,10182801,16594187696
telangana,6212786,10059415279
telangana,6087796,10446727300
telangana,6083021,7513924137
telangana,5829460,12962267281
telangana,5677699,7949955022
telangana,5643156,8713052727
telangana,5569105,10825632646
telangana,213053128,3.99E+11
telangana,18702806,29184043438
telangana,12702463,20697709559
telangana,8541538,10628519362
telangana,7623882,10444173793
telangana,7572515,12576999878
telangana,7434595,12863780361
telangana,7132666,16100604694
telangana,7087086,11035893879
telangana,6635068,13246403511
telangana,248675599,4.61E+11
telangana,20739218,32326218070
telangana,12828306,20721253233
telangana,9614248,11962556111
telangana,8602268,14279519228
telangana,8477965,14589584096
telangana,8162246,12680603631
telangana,8148392,11175639127
telangana,7982445,17776895373
telangana,7613988,9361896541
telangana,296874552,5.37E+11
telangana,25963855,40013861889
telangana,14981608,23798515807
telangana,14210122,17646870493
telangana,11485072,14002673626
telangana,10467649,17017841476
telangana,9992848,13620769783
telangana,9980355,17123640652
telangana,9947148,15389385446
telangana,9545797,21195096467
telangana,832279716,1.28E+12
telangana,41594312,81023115303
telangana,26582641,41355794769
telangana,15668872,19358870686
telangana,13715084,16599965685
telangana,12533622,19328612477
telangana,10711855,17344732559
telangana,10565808,15897911040
telangana,10308750,13959659027
telangana,10192110,17212329189
telangana,967508435,1.50E+12
telangana,29837348,43828768615
telangana,18200179,21837343270
telangana,16676568,19489851411
telangana,13680565,20005071132
telangana,12242795,17462290141
telangana,11783216,18218140319
telangana,11652977,14952156779
telangana,11229616,18331355623
telangana,10568166,21675484994
tripura,9535,11029713.23
tripura,8115,4481185.966
tripura,7721,6889318.059
tripura,7519,5383748.109
tripura,6060,6393590.666
tripura,4945,3958909.447
tripura,4835,6148718.805
tripura,4641,4240873.417
tripura,4527,3312163.515
tripura,4215,3628475.93
tripura,16193,22630189.05
tripura,13267,13893727.16
tripura,9434,13824656.41
tripura,9406,4432799.967
tripura,8945,5474306.142
tripura,7847,8291791.644
tripura,7759,10227642.94
tripura,7715,7630447.349
tripura,7218,6651788.939
tripura,6211,6659764.111
tripura,26677,41554796.06
tripura,22775,13878380.35
tripura,20863,26521165.49
tripura,15957,15259828.62
tripura,13549,21727933.42
tripura,13085,14738361.16
tripura,11029,5890832.27
tripura,10737,18576688.89
tripura,10730,11264413.65
tripura,10474,6636278.516
tripura,30211,53358135.46
tripura,24129,33130054.55
tripura,16984,15044604.79
tripura,16216,16016227.93
tripura,15450,31283607.33
tripura,15124,6515322.043
tripura,13392,19340901.49
tripura,13186,24013906.3
tripura,12843,27058449.48
tripura,12739,17731538.28
tripura,37656,58808386.11
tripura,32057,22042038.32
tripura,30432,34298575.86
tripura,29193,18324221.17
tripura,20066,15448784.36
tripura,18906,33534058.55
tripura,17707,34357490.79
tripura,17392,28991024.25
tripura,16687,21899544.31
tripura,16021,9117566.431
tripura,37761,70792093.22
tripura,30319,21458238.37
tripura,29082,40602059.27
tripura,23046,43809528.63
tripura,19204,10921338.98
tripura,18093,35941960.95
tripura,16468,22532424.1
tripura,16037,30417659.36
tripura,15295,19554348.3
tripura,14847,26757331.92
tripura,51438,93380569.27
tripura,39334,29298594.07
tripura,39244,53780117.54
tripura,29219,15207739.61
tripura,28057,3238309.158
tripura,26328,50162441.78
tripura,24908,36342978.79
tripura,23880,42917645.3
tripura,20776,30346722.34
tripura,19818,26236206.52
tripura,59817,116307801.1
tripura,45821,35598657.93
tripura,42568,61220263.7
tripura,33256,61939778.44
tripura,31323,13628181.16
tripura,27159,49275861.03
tripura,25221,41391803.92
tripura,24449,40151522.77
tripura,23382,28838355.07
tripura,19531,31168699.08
tripura,87118,229108279.5
tripura,54606,46338875.95
tripura,45792,72550846.17
tripura,38687,84034432.03
tripura,37709,23786160
tripura,31839,54089101.87
tripura,27466,49153186.05
tripura,26389,51799357.57
tripura,23837,37342590.53
tripura,21313,36370038.22
tripura,86161,231777951.7
tripura,49958,73583848.19
tripura,37405,75110381.31
tripura,35153,60239811.17
tripura,34738,53712524.49
tripura,28839,37829268.42
tripura,28177,46398057.29
tripura,24496,40208843.98
tripura,23969,37261173.21
tripura,23094,40747758.58
tripura,96924,210455496
tripura,65038,109358598.1
tripura,45446,78785790.53
tripura,45289,91839429.54
tripura,37844,71003467.59
tripura,37641,64303225.3
tripura,36340,54457731.93
tripura,34436,58279661.01
tripura,33249,56454839
tripura,29882,54323214.01
tripura,141329,295115359.3
tripura,82681,147151146.1
tripura,61696,108145630.6
tripura,55560,100535797.2
tripura,52786,111685943.6
tripura,47263,92896210.52
tripura,46192,84813177.69
tripura,43651,71000220.56
tripura,38763,70106158.7
tripura,36082,72546534.17
tripura,164426,351838459.7
tripura,78218,150843150.3
tripura,59597,112591803.4
tripura,51373,102124507.5
tripura,44866,119821045.2
tripura,43503,84124781.35
tripura,40132,92541940.03
tripura,39713,72262565.22
tripura,32288,62794570.69
tripura,31567,63515189.3
tripura,180337,373392994.6
tripura,90822,155529445.1
tripura,65418,113783445.1
tripura,57605,107430080.6
tripura,51180,115247617.4
tripura,48536,88158651.84
tripura,47039,81810219.06
tripura,46849,96199743.15
tripura,37122,74144287.77
tripura,35330,68704764.74
tripura,239712,491293307.2
tripura,106992,191426035.9
tripura,81643,144075502.8
tripura,70618,133797947.5
tripura,62055,136672967.3
tripura,58347,114150703.7
tripura,54930,99569788.42
tripura,53892,123731311.4
tripura,46394,101244270.4
tripura,42780,80557687.53
tripura,295775,586031412
tripura,131927,254466503.1
tripura,96497,171670600.7
tripura,86597,156698917.1
tripura,71034,166663716.7
tripura,70960,139950429.8
tripura,64040,145294915.4
tripura,60088,123338690.1
tripura,57697,138474164.4
tripura,54415,90474426.21
tripura,331041,646519724.3
tripura,146078,273820222
tripura,110660,198187734.1
tripura,99326,184391648.3
tripura,81097,156834509.7
tripura,75836,176590209.9
tripura,73949,166978873
tripura,71594,163105645.3
tripura,65225,131348141.1
tripura,63965,100090144.6
tripura,407651,759465139.2
tripura,174182,313050332.1
tripura,127250,215384605.7
tripura,114792,204667703.5
tripura,93306,145616980.4
tripura,90692,168134584
tripura,88619,198684750.1
tripura,87313,196883972.3
tripura,84082,182710246.6
tripura,78379,119951133.7
tripura,939704,1937548277
tripura,187351,325824471.8
tripura,144908,245071692.1
tripura,122273,216718649.6
tripura,104422,212784836
tripura,103140,184210552.2
tripura,96157,195274757.1
tripura,92909,157560825.6
tripura,92491,202188747.5
tripura,84533,129672707.3
tripura,1547249,3286195023
tripura,203913,346744483.4
tripura,155304,262180183.6
tripura,130048,228832816.9
tripura,123078,278812213.9
tripura,110395,193352299.2
tripura,109016,211430536.2
tripura,108589,175091180.6
tripura,102682,198722297.5
tripura,98570,206592406.3
uttar-pradesh,690196,987613439
uttar-pradesh,155044,140660589.5
uttar-pradesh,119472,82547035.2
uttar-pradesh,117433,183997238.3
uttar-pradesh,115075,168194081.7
uttar-pradesh,102173,47996651.58
uttar-pradesh,99907,132863078.1
uttar-pradesh,99762,133676961.2
uttar-pradesh,94485,172191677.4
uttar-pradesh,86904,120435489.7
uttar-pradesh,971854,1673280979
