State,Total_Transactions,Total_amount
dadra-&-nagar-haveli-&-daman-&-diu,61125,132959887
dadra-&-nagar-haveli-&-daman-&-diu,23941,28860384.01
dadra-&-nagar-haveli-&-daman-&-diu,22718,58151281.66
dadra-&-nagar-haveli-&-daman-&-diu,9142,18522402.2
dadra-&-nagar-haveli-&-daman-&-diu,1848,3769517.112
dadra-&-nagar-haveli-&-daman-&-diu,3036361,3510648291
dadra-&-nagar-haveli-&-daman-&-diu,1265263,1555471671
dadra-&-nagar-haveli-&-daman-&-diu,669168,874017854.5
dadra-&-nagar-haveli-&-daman-&-diu,624136,726057284.6
dadra-&-nagar-haveli-&-daman-&-diu,86725,176999274.6
dadra-&-nagar-haveli-&-daman-&-diu,34008,40143120.17
dadra-&-nagar-haveli-&-daman-&-diu,29535,78134342.57
dadra-&-nagar-haveli-&-daman-&-diu,12175,27561948.54
dadra-&-nagar-haveli-&-daman-&-diu,2400,6125994.787
dadra-&-nagar-haveli-&-daman-&-diu,3258977,3694118764
dadra-&-nagar-haveli-&-daman-&-diu,1611322,1870810815
dadra-&-nagar-haveli-&-daman-&-diu,740384,907966838.3
dadra-&-nagar-haveli-&-daman-&-diu,676827,734945405.1
dadra-&-nagar-haveli-&-daman-&-diu,110894,191476706.8
dadra-&-nagar-haveli-&-daman-&-diu,29552,33066054.85
dadra-&-nagar-haveli-&-daman-&-diu,24481,59886035.65
dadra-&-nagar-haveli-&-daman-&-diu,10546,23234229.71
dadra-&-nagar-haveli-&-daman-&-diu,2638,5142509.792
dadra-&-nagar-haveli-&-daman-&-diu,3819682,4120308218
dadra-&-nagar-haveli-&-daman-&-diu,1522368,1761568435
dadra-&-nagar-haveli-&-daman-&-diu,870173,1013726733
dadra-&-nagar-haveli-&-daman-&-diu,785689,825148911.5
dadra-&-nagar-haveli-&-daman-&-diu,109260,191451170
dadra-&-nagar-haveli-&-daman-&-diu,36803,42568939.97
dadra-&-nagar-haveli-&-daman-&-diu,29723,68740047.95
dadra-&-nagar-haveli-&-daman-&-diu,13387,30385356.51
dadra-&-nagar-haveli-&-daman-&-diu,2500,5742935.247
delhi,2636324,3714139312
delhi,490950,754671792.3
delhi,195216,333413736.1
delhi,162674,267828715.7
delhi,136670,200394849.5
delhi,108360,143566310.1
delhi,105336,139880045.9
delhi,105018,161837400.9
delhi,93946,174021234.5
delhi,93278,144808343.4
delhi,3069733,5237594871
delhi,579110,1109171855
delhi,271265,508731551.2
delhi,222069,442940056.4
delhi,175649,307557163.6
delhi,154443,247002745.7
delhi,148029,252561673.5
delhi,145585,317608662.5
delhi,145583,230775723.5
delhi,133952,226437628.8
delhi,7198882,9029499185
delhi,812288,1413528411
delhi,501827,749989156.4
delhi,361774,646462347.3
delhi,306100,512968658
delhi,302774,337973514.4
delhi,290687,378809324.7
delhi,272986,459575154.9
delhi,258015,352574250.9
delhi,245945,358303967.5
delhi,7532374,11605568511
delhi,1004469,1831113486
delhi,914584,1110500735
delhi,740562,742723940.4
delhi,736161,612895056.8
delhi,719812,986887698.8
delhi,564839,493331394.9
delhi,534021,705540529.6
delhi,483356,559443729.2
delhi,444895,498314622.2
delhi,10251048,13201959766
delhi,6689740,9632804730
delhi,1338865,1491547287
delhi,1147179,942411471.2
delhi,1102256,1353649564
delhi,911319,992029881.6
delhi,897857,1004048654
delhi,784279,667132914.3
delhi,716724,793361296.2
delhi,665598,672267841.4
delhi,20001452,31366326748
delhi,5952051,9212997949
delhi,1447420,1699242347
delhi,1253433,1644775348
delhi,1135062,1082885033
delhi,898421,797946868.6
delhi,880534,1078187905
delhi,854696,1047982166
delhi,761728,787872356.5
delhi,743531,949262913.5
delhi,20159577,36968948005
delhi,6299017,10912628366
delhi,2006597,2258924175
delhi,1788522,2253162584
delhi,1488979,1427478231
delhi,1268184,1094109976
delhi,1189402,1394782341
delhi,1143433,1473510184
delhi,1090367,1088711860
delhi,1020400,1300031393
delhi,22861243,44827058150
delhi,8368797,15084559201
delhi,2272569,2702136897
delhi,1984491,2741932678
delhi,1849024,3191582303
delhi,1674228,1768512485
delhi,1382755,1206710373
delhi,1326108,1772763520
delhi,1232175,1264237272
delhi,1210245,1750799876
delhi,19881142,34803706848
delhi,13167147,27716426761
delhi,2246745,2823169243
delhi,2017770,2959094976
delhi,1688246,1871584508
delhi,1390523,1922874549
delhi,1380723,1274244659
delhi,1309355,1389601330
delhi,1195886,1853976915
delhi,1143958,1865166271
delhi,14401400,26006450223
delhi,9780539,21370003546
delhi,2139941,3106872097
delhi,1562004,2182879654
delhi,1551398,1650561683
delhi,1481070,1868445424
delhi,1425918,1945806083
delhi,1182392,1341676546
delhi,1097029,1679247772
delhi,1024179,1489023979
delhi,27731187,53768475791
delhi,11598940,25361403336
delhi,2674239,4417666366
delhi,2031141,3182611927
delhi,1923493,2318443412
delhi,1896683,2685180754
delhi,1744045,2969194473
delhi,1483956,2736097760
delhi,1396108,2434306758
delhi,1373338,1948942319
delhi,24969702,48831647275
delhi,11221269,23683912774
delhi,3799438,6329566157
delhi,3221230,4899618246
delhi,2718700,3438345040
delhi,2649861,3913817688
delhi,2341470,4223424733
delhi,2068385,3843461575
delhi,2050059,2865234908
delhi,1917099,3480992954
delhi,46104924,76683904356
delhi,22666307,39323613370
delhi,3737331,6348263610
delhi,3556986,5257050588
delhi,2839758,3612504308
delhi,2645743,3938469447
delhi,2287534,4240411611
delhi,2162372,2985492472
delhi,2149774,2920917417
delhi,2084799,3980312902
delhi,54888173,88849307062
delhi,27812030,47085593042
delhi,4052872,6828937674
delhi,3163351,4866794837
delhi,2832954,4116839483
delhi,2782115,3579728478
delhi,2638400,4600117753
delhi,2220724,3106104151
delhi,2144919,3831289083
delhi,2055104,4068426802
delhi,77515502,1.18E+11
delhi,37098256,58772291725
delhi,5085859,8604119137
delhi,4717758,6986398684
delhi,3751590,5383137560
delhi,3708201,4715948101
delhi,3291024,5909926858
delhi,2992099,4083552201
delhi,2951800,4093050256
delhi,2936940,5522652836
delhi,96850347,1.52E+11
delhi,45632512,75082085295
delhi,5943757,10518242489
delhi,5571112,8499318005
delhi,4462678,6696444242
delhi,4227391,5949257363
delhi,3961746,5551790404
delhi,3930362,7373955799
delhi,3455659,5003762511
delhi,3441469,6668420149
delhi,112708284,1.71E+11
delhi,53611907,85366127463
delhi,6517564,11297429691
delhi,5941201,9009246553
delhi,4830269,7219702544
delhi,4584596,6478571783
delhi,4301886,5948489833
delhi,4286737,8020809205
delhi,3775690,5458246572
delhi,3769917,7362518722
delhi,139136098,2.00E+11
delhi,66110858,99696334337
delhi,7911848,13229721981
delhi,7653561,10718218989
delhi,5867922,8271727767
delhi,5775974,7492470882
delhi,5619553,7230302953
delhi,5076095,9266499934
delhi,4608613,6338184325
delhi,4554877,8379282455
delhi,222465526,2.94E+11
delhi,28526787,37616195388
delhi,8581845,11865281419
delhi,7992943,13036442355
delhi,7839965,10701975487
delhi,7698720,10627800098
delhi,6489117,11438042922
delhi,6061206,8284650031
delhi,5849855,7406065685
delhi,5742673,7179824597
delhi,258183697,3.49E+11
delhi,20480539,26584239117
delhi,9548765,13433850052
delhi,8586883,14036923423
delhi,8283981,11402306753
delhi,6561517,7929218429
delhi,6470704,8894791105
delhi,6313451,11528807332
delhi,6216504,8186001224
delhi,5461785,9854330086
goa,9837,17568338.8
goa,9744,11322633.1
goa,9291,25097908.12
goa,8665,20955481.73
goa,7816,15253400.13
goa,5727,15622484.68
goa,5612,11326760.33
goa,5338,9688097.037
goa,4803,7997260.16
goa,4750,6591109.623
goa,14264,42305543.14
goa,14234,21311964.08
goa,12720,24033686.04
goa,12610,25616691.08
goa,11029,31197737.22
goa,8562,22358630.09
goa,8020,16272457.98
goa,7639,17220070.15
goa,6900,11804389.77
goa,5665,11613049.9
goa,22917,33996326.91
goa,22113,65175719.32
goa,17903,40436318.02
goa,16296,32348257.54
goa,14608,40797130.68
goa,11974,24385856.6
goa,11946,24276446.7
goa,11877,35494034.95
goa,10563,13827083.06
goa,8901,15925722.27
goa,35544,50505207.29
goa,32336,92617451.54
goa,28227,80392196.08
goa,26619,61260100.2
goa,25089,52196415.08
goa,18212,42707960.51
goa,17757,39324040.13
goa,16922,45556297.05
goa,14586,20619676.6
goa,12864,36191963.11
goa,52100,65683966.68
goa,49429,120568641
goa,48157,117126419.8
goa,40500,72041015.08
goa,34688,69409662.84
goa,25462,54691868.08
goa,24945,51936751.32
goa,23939,57966580.45
goa,19391,25831797.92
goa,18550,50212250.02
goa,57502,140158213.8
goa,50187,132034209.7
goa,46052,69733882.08
goa,44713,84650318.23
goa,35486,73280500.61
goa,26923,62896772.91
goa,26720,60016280.45
goa,26362,55923459.27
goa,22682,46886341.52
goa,19989,53445689.19
goa,76717,190634992.8
goa,72782,153953785.3
goa,65384,112165356.5
goa,58525,81441507.54
goa,53766,100238324.2
goa,43429,77069541.93
goa,39517,70585529.42
goa,38669,80096433.45
goa,27668,61086760.88
goa,27014,66619911.02
goa,135378,292464329.4
goa,106136,274328742.6
goa,82485,154011504.6
goa,69794,101338410.8
goa,67906,126015374
goa,62840,110927788.7
goa,55086,106950656.2
goa,47438,99171215.86
goa,45767,103157548.6
goa,44608,88622164.2
goa,191898,368233388
goa,181964,419066205
goa,92215,169975147.6
goa,87357,151470379
goa,77810,107097598.4
goa,74055,124787715.8
goa,66856,120959303.6
goa,59435,129517497
goa,59406,109711951.4
goa,58884,120845363.6
goa,104077,201722910.3
goa,82301,131689536.4
goa,81918,132438816.3
goa,74903,96657133
goa,61104,118807661.7
goa,59280,90142313.17
goa,53506,69189469.46
goa,42485,54164312.09
goa,37359,50467381.81
goa,36500,49911400.73
goa,290028,642201696.1
goa,108610,201400826.6
goa,102498,187564533.4
goa,98151,137838508.5
goa,82424,169072236.6
goa,72366,123686880.7
goa,55838,87669159.9
goa,49056,66953740.99
goa,47326,88705938.66
goa,39780,64358559.46
goa,442303,1003262763
goa,341199,647782223.5
goa,185424,336967381.8
goa,163622,298007827.7
goa,158787,207336070.8
goa,140557,255249103.4
goa,127715,227370371.4
goa,122477,216907309.7
goa,109287,204571207
goa,108192,198701199
goa,900379,1813311525
goa,608783,1124876182
goa,219443,342997313.3
goa,216236,392116727.1
goa,198518,343463927.7
goa,194115,355392238.3
goa,174697,370042392.8
goa,171177,217740794.9
goa,159496,283329944.4
goa,154751,292443367.6
goa,1001588,1763922716
goa,223522,384320497.4
goa,221939,398131964.4
goa,193862,342436816.4
goa,190515,229145844
goa,168897,286209153.5
goa,140659,261136158.8
goa,121990,201416435.3
goa,110023,182998990
goa,103193,169324337.5
goa,1269330,2044070749
goa,395262,638515757.9
goa,317882,555045295.2
goa,286827,512751065.3
goa,251178,289428213
goa,237796,371935773.5
goa,204635,367216100.2
goa,164288,246987777.7
goa,154967,238410595.4
goa,142394,230076995.4
goa,1935051,3497234195
goa,1192672,2016364161
goa,464535,800465316.3
goa,437149,679267238.6
goa,401455,707421144.6
goa,399671,642590923.3
goa,367244,714821614
goa,329794,511366456.2
goa,324042,563749463.5
goa,321484,375250791
goa,2218382,3849342161
goa,1184397,1857474634
goa,520482,871831234.5
goa,448371,779844720.1
goa,431325,631078591.1
goa,389844,583453717.6
goa,383586,579215263.8
goa,375607,633332980.3
goa,366783,668639001.1
goa,352413,387050031.8
goa,2800103,4813402074
goa,1439820,2301577602
goa,607869,1021676601
goa,507069,846827682.8
goa,478632,716800766.2
goa,451143,662134760.2
goa,447804,669655284.4
goa,428555,712951425.3
goa,417201,432896368.2
goa,416577,744458372.8
goa,1365759,2544949836
goa,1074672,1660765761
goa,845280,1075071143
goa,718426,1066730836
goa,551495,914585154.5
goa,451398,429256606.1
goa,443250,610242800.8
goa,422461,646755952.1
goa,374000,549619765.7
goa,365018,603704117.8
goa,1982311,2953947927
goa,1382900,2655630408
goa,1111346,1351437574
goa,731429,946991512.8
goa,719878,989478996.7
goa,719116,1147530118
goa,600002,882873127.8
goa,595491,1028478413
goa,540506,830155737.7
goa,487326,460166681.4
gujarat,423426,548596428.3
gujarat,162301,214720347.2
gujarat,97285,157954445.4
gujarat,86146,142239271.3
gujarat,78757,100474272
gujarat,66702,100596288.1
gujarat,66248,82245289.39
gujarat,56611,94766734.5
gujarat,55680,80257787.11
gujarat,47965,57243133.69
gujarat,463754,758307877.5
gujarat,209888,358374308.2
gujarat,113375,215785248.7
gujarat,113092,221120822.8
gujarat,102439,155559046
gujarat,89555,159215956.6
gujarat,87640,137096417.1
gujarat,72723,134999275.3
gujarat,69104,130748423.4
gujarat,62943,93492040.44
gujarat,573722,975939712
gujarat,341229,528128894.3
gujarat,164704,321229121.2
gujarat,160159,133759995.3
gujarat,148798,279902862
gujarat,132285,211659006.7
gujarat,127567,205675497.3
gujarat,119802,204135398.4
gujarat,117394,145133455.7
gujarat,113276,120633436.6
gujarat,643919,1173940659
gujarat,290080,585125926.2
gujarat,191363,233202833.5
gujarat,181745,420010935.7
gujarat,167118,336454142.7
gujarat,165510,290783624.6
gujarat,153060,180131636.1
gujarat,142927,270933949
gujarat,134136,198342421.5
gujarat,132479,241597813.1
gujarat,2317295,3602207468
gujarat,890893,1531665517
gujarat,443006,790759656.5
gujarat,267174,574170903.9
gujarat,266446,318287526.1
gujarat,246614,408334961
gujarat,236157,244252561.7
gujarat,227798,137427186.6
gujarat,218022,342251658.5
gujarat,214453,219548042.3
gujarat,6034737,10446888964
gujarat,2916057,5041854312
gujarat,414968,854364539.6
gujarat,371756,710427162.5
gujarat,310956,377611674.6
gujarat,269037,646042462
gujarat,250084,428354146.1
gujarat,233974,432171835.7
gujarat,232824,324425408
gujarat,226802,488659458.5
gujarat,5791776,11683489722
gujarat,2710512,5525461373
gujarat,571069,1020660014
gujarat,505956,578410997.8
gujarat,455273,513590650.9
gujarat,388138,760839791.5
gujarat,381862,367381983.5
gujarat,363966,724895033.5
gujarat,362107,449461796.7
gujarat,342874,237505556.9
gujarat,5745525,13811436405
gujarat,2626585,6276237298
gujarat,917461,1982009967
gujarat,552565,1165745707
gujarat,456655,603831544.2
gujarat,443472,723663765.6
gujarat,414070,969707102.8
gujarat,409081,911892156.7
gujarat,399705,691387341.6
gujarat,375531,544424446.3
gujarat,8107941,19966510984
gujarat,1402174,3734403307
gujarat,645971,1376735168
gujarat,482947,826191937.9
gujarat,467039,1104136614
gujarat,458474,805095627.7
gujarat,446819,613341505.7
gujarat,443684,1063446408
gujarat,437499,806573971.4
gujarat,401588,634964140.7
gujarat,8490730,21210698645
gujarat,1197439,2801531524
gujarat,491210,606798458.8
gujarat,389735,594630553.6
gujarat,357734,586144259.7
gujarat,352149,635866692.5
gujarat,350621,516910883.2
gujarat,345147,533416336.1
gujarat,327067,647032195.2
gujarat,323936,474684195.1
gujarat,9734185,23152428013
gujarat,1716356,4234790101
gujarat,627631,1424719678
gujarat,578686,1113711570
gujarat,550490,886152709.5
gujarat,524777,845606210.1
gujarat,510309,1172713512
gujarat,496061,936821603.6
gujarat,472523,822408153
gujarat,468060,764094963.4
gujarat,9350995,21416748947
gujarat,1883053,4437573256
gujarat,906415,2189038301
gujarat,873023,1552178295
gujarat,806607,2069118073
gujarat,767783,1609402842
gujarat,719120,1259192376
gujarat,701479,1196545944
gujarat,673078,1380721096
gujarat,647735,1327210544
gujarat,18692590,35260703527
gujarat,3574224,7507189908
gujarat,1309805,2380240592
gujarat,963950,2502491532
gujarat,950097,1802808594
gujarat,878617,2401387486
gujarat,815835,1752170004
gujarat,790429,1448287578
gujarat,775937,1349941436
gujarat,734115,1153029838
gujarat,24909165,44195604125
gujarat,4621785,9016187582
gujarat,1618101,2869957547
gujarat,1062648,1935669455
gujarat,1007064,2610546973
gujarat,906437,1642806529
gujarat,873810,1967989705
gujarat,863020,2239159843
gujarat,820491,1464989668
gujarat,766476,1605513890
gujarat,31818742,53859258361
gujarat,6110686,11411418002
gujarat,2114178,3543368722
gujarat,1473699,2595023023
gujarat,1425854,3478372397
gujarat,1328803,3408425379
gujarat,1293900,2251720652
gujarat,1186041,2576358355
gujarat,1110949,1908418888
gujarat,1088931,1661421898
gujarat,37718845,64984430217
gujarat,7475140,14043446799
gujarat,2507434,4187997719
gujarat,1954597,3498917761
gujarat,1679940,2963843659
gujarat,1621078,4073017935
gujarat,1581216,4182383438
gujarat,1381825,3165595987
gujarat,1315637,2022465114
gujarat,1302331,2292362154
gujarat,43066167,73237978832
gujarat,8742989,16336269012
gujarat,2853620,4715530990
gujarat,2346308,4212046726
gujarat,1980697,4894153433
gujarat,1959137,3483344352
gujarat,1896179,5103638173
gujarat,1630473,3867046790
gujarat,1572296,3569714791
gujarat,1532483,3286287009
gujarat,52753664,84432798059
gujarat,10672645,18758395288
gujarat,3369020,5305843470
gujarat,2777449,4898335957
gujarat,2335854,3880649447
gujarat,2324015,5379127575
gujarat,2256180,5670502738
gujarat,2022153,4444364110
gujarat,1838275,3754171188
gujarat,1836488,4063455500
gujarat,69641063,1.03E+11
gujarat,17475931,27657120520
gujarat,9500153,13357107456
gujarat,3727566,5404237252
gujarat,3018669,5000124612
gujarat,2911413,5022471537
gujarat,2835979,3884366870
gujarat,2503127,5423716764
gujarat,2433767,5701142500
gujarat,2366098,4957155043
gujarat,82141571,1.25E+11
gujarat,20372857,32306602077
gujarat,6233032,9405707963
gujarat,6146132,8699061457
gujarat,4488548,6401533326
gujarat,3551353,6259053744
gujarat,3449932,5509684303
gujarat,2565136,5999191728
gujarat,2508889,5036063890
gujarat,2475780,5333291153
haryana,328965,497159951.4
haryana,181309,316977079.6
haryana,125513,177386117.5
haryana,100740,138495399.9
haryana,99921,205984533.5
haryana,97586,150995889
haryana,96271,125957155
haryana,89526,113585852.9
haryana,85989,135881032.7
haryana,68083,117861713.2
haryana,371438,691480831.8
haryana,262684,514731354.2
haryana,160606,266390779.9
haryana,153438,339532002.3
haryana,136727,220212475.8
haryana,122917,224837881.8
haryana,122508,201500615.6
haryana,119955,185267179.2
haryana,117838,214560096.6
haryana,99005,226416189.3
haryana,517657,857203811.1
haryana,411984,749061449
haryana,261912,483746044.6
haryana,220903,379695985.8
haryana,190648,317188533.4
haryana,185305,292496276.9
haryana,178090,298978870
haryana,167114,274820322.7
haryana,166380,269844404.8
haryana,161872,259589993.3
haryana,694431,1148743178
haryana,668486,1394479164
haryana,455463,480043693.8
haryana,452206,711326593.9
haryana,399918,549162202.9
haryana,386737,492239353
haryana,352201,584037252
haryana,312023,445338384.8
haryana,269715,294522346.9
haryana,267571,407569713.4
haryana,1279353,1610690539
haryana,880058,1428264666
haryana,817073,794561733.7
haryana,789141,1002099488
haryana,769266,741073594
haryana,744648,703042567.6
haryana,720302,831357876.6
haryana,708251,704068641
haryana,662645,612469489.3
haryana,553358,468262845.4
haryana,1302753,1838034559
haryana,940668,1554503851
haryana,911727,1139371159
haryana,877416,2246456122
haryana,698826,976470113.4
haryana,677850,828275878.5
haryana,670081,1712719370
haryana,667041,825738565.2
haryana,640667,724809910.8
haryana,564646,787573380.5
haryana,1877930,2432566276
haryana,1399250,1573185483
haryana,1207075,1953673221
haryana,977444,1275466113
haryana,938636,1113320557
haryana,885166,904423422.2
haryana,865290,2531866859
haryana,863587,944248709.6
haryana,847780,1067565491
haryana,692403,925742530.7
haryana,2314018,3045015312
haryana,1769062,1943714722
haryana,1424982,2468846799
haryana,1156537,1751147694
haryana,1146861,1144189943
haryana,1128922,1182540897
haryana,1104524,1472893260
haryana,1065817,3256517916
haryana,945366,1410963052
haryana,916246,1174287256
haryana,2518796,3354781268
haryana,1915654,2090009620
haryana,1598872,2914095033
haryana,1380556,4143138710
haryana,1349793,2101900964
haryana,1268953,1255223100
haryana,1226004,1698759222
haryana,1219398,1314632823
haryana,1108960,3223842731
haryana,1090760,3197522434
haryana,1787578,2362256339
haryana,1535139,4695159344
haryana,1431346,2078331204
haryana,1319926,2300931577
haryana,1307232,1587793506
haryana,1224161,3645484787
haryana,1063421,1815882008
haryana,1052364,1060760818
haryana,1038150,2903593989
haryana,910818,1395961307
haryana,2750040,3736046140
haryana,2053928,3228620246
haryana,1981736,3394885970
haryana,1700050,2309907148
haryana,1555592,1695575689
haryana,1489017,1612712259
haryana,1480219,3915627782
haryana,1415060,2449818178
haryana,1384943,2303315108
haryana,1337518,2400460565
haryana,4178803,5577129264
haryana,2942150,4657968623
haryana,2927164,4900191242
haryana,2505152,2626648950
haryana,2423115,3461817064
haryana,2218449,2493078126
haryana,1991396,3435441720
haryana,1973371,3709174657
haryana,1817807,2080395784
haryana,1658861,2966290679
haryana,4506450,5997258111
haryana,4132251,6151670724
haryana,3059147,5144005309
haryana,2906323,3010145444
haryana,2477817,3588296955
haryana,2348900,5452061578
haryana,2288699,2478450894
haryana,2134162,3877830476
haryana,2040904,2329110399
haryana,2038073,3551904220
haryana,4878161,7207055203
haryana,4510890,5990609149
haryana,3536549,5951646115
haryana,3226708,7142977788
haryana,2964087,6591490589
haryana,2729292,3870478647
haryana,2541633,4653748859
haryana,2505416,2621052084
haryana,2504049,4742370912
haryana,2397445,2354510242
haryana,7079111,10108307757
haryana,6524981,8208514096
haryana,4619156,7214596984
haryana,4074015,4174634956
haryana,3824548,7592853760
haryana,3807660,7722135885
haryana,3597233,6542235321
haryana,3532991,4834797647
haryana,3316258,3173407234
haryana,3271428,3239557328
haryana,8243097,12446013625
haryana,7654460,10006718312
haryana,5636431,9216385932
haryana,5095560,5436208624
haryana,4535161,9837178139
haryana,4476485,9400470033
haryana,4231254,8127531272
haryana,4230317,6034510671
haryana,3930826,7117844489
haryana,3857198,3979661448
haryana,9497946,14052592432
haryana,8481038,11065424795
haryana,6413395,10327200068
haryana,5895774,11868051901
haryana,5481562,5941559633
haryana,4815373,9722356550
haryana,4722543,9322378335
haryana,4703756,6681893708
haryana,4470641,4593483268
haryana,4397860,7851533170
haryana,11491350,16033485784
haryana,10746148,13340124680
haryana,7541491,11635177822
haryana,7526684,7647480689
haryana,6745204,12816736357
haryana,6009247,11460764748
haryana,5591996,10542237340
haryana,5492258,7581776678
haryana,5362365,5206030458
haryana,5115219,10455337929
haryana,14938659,21582716226
haryana,11374422,13541621760
haryana,9376357,16261252852
haryana,9041722,15566507437
haryana,8007122,8028492850
haryana,7911550,11525725718
haryana,7377226,12776861548
haryana,6254963,10107177217
haryana,6112872,11221511163
haryana,5709734,9104449464
haryana,15996511,23272769045
haryana,12025123,14478193029
haryana,11388444,20420082343
haryana,10902442,19735294352
haryana,9588910,17247896359
haryana,8447312,8583794406
haryana,8437665,15318137190
haryana,8395551,12517719769
haryana,8058491,13028821224
haryana,7470318,14211929063
himachal-pradesh,50457,58954553.08
himachal-pradesh,28116,47548740.81
himachal-pradesh,23993,26853915.09
himachal-pradesh,19122,27437635.57
himachal-pradesh,16138,22465216.71
himachal-pradesh,11862,21124669.11
himachal-pradesh,10889,19849917.42
himachal-pradesh,8316,12272135.15
himachal-pradesh,7751,7518183.035
himachal-pradesh,7409,6748703.758
himachal-pradesh,67411,96135650.12
himachal-pradesh,34505,79112116.74
himachal-pradesh,31810,48473807.86
himachal-pradesh,23860,40297176.59
himachal-pradesh,23551,42091803.86
himachal-pradesh,16699,30651610.96
himachal-pradesh,15002,34514288.86
himachal-pradesh,14062,42991424.96
himachal-pradesh,12971,25578875.81
himachal-pradesh,9832,12429115.73
himachal-pradesh,95087,136461395.9
himachal-pradesh,41377,69275414.61
himachal-pradesh,37218,79325253.97
himachal-pradesh,35054,64196379.9
himachal-pradesh,20730,42704498.15
himachal-pradesh,19975,22858486.98
himachal-pradesh,19667,46565083.69
himachal-pradesh,16604,36836443.97
himachal-pradesh,16524,120793175.8
himachal-pradesh,15321,14487357.03
himachal-pradesh,149125,214537044.3
himachal-pradesh,67908,115571336.8
himachal-pradesh,56005,97708257.59
himachal-pradesh,49540,115217697
himachal-pradesh,28323,78358285.28
himachal-pradesh,27736,59387915.53
himachal-pradesh,26700,55364271.55
himachal-pradesh,23029,50390957.66
himachal-pradesh,21100,31877026.64
himachal-pradesh,17616,24938842.95
himachal-pradesh,303803,286463248.3
himachal-pradesh,195883,374976855.7
himachal-pradesh,123799,147545137.2
himachal-pradesh,74611,111629796.3
himachal-pradesh,55205,69978229.84
himachal-pradesh,53301,96603744.89
himachal-pradesh,45323,81633187.2
himachal-pradesh,43744,43888475.67
himachal-pradesh,39751,68576012.77
himachal-pradesh,38942,73996894.17
himachal-pradesh,601958,1240952784
himachal-pradesh,201216,269484882.1
himachal-pradesh,109216,209713438.9
himachal-pradesh,88463,153751367.5
himachal-pradesh,52208,102404739.4
himachal-pradesh,46283,99159035.61
himachal-pradesh,45328,87288933.03
himachal-pradesh,45240,139927670.8
himachal-pradesh,44908,90993766.85
himachal-pradesh,25921,37447525.69
himachal-pradesh,418230,1383190524
himachal-pradesh,221062,314555850.9
himachal-pradesh,103786,175764252.3
himachal-pradesh,84465,242309410.4
himachal-pradesh,58925,124466121.3
himachal-pradesh,57215,105359647
himachal-pradesh,46521,27138701.08
himachal-pradesh,42631,106954993.7
himachal-pradesh,41789,104622488.2
himachal-pradesh,39283,87769328.82
himachal-pradesh,512584,1677312306
himachal-pradesh,268652,392453030
himachal-pradesh,127476,222089581.4
himachal-pradesh,102183,288303594.2
himachal-pradesh,80497,216875085.8
himachal-pradesh,75663,157060348.7
himachal-pradesh,73796,176918779.3
himachal-pradesh,69647,129758382.1
himachal-pradesh,65988,155432398.9
himachal-pradesh,57146,27836817.12
himachal-pradesh,720359,2061228894
himachal-pradesh,314715,426369564.7
himachal-pradesh,151372,242482216.5
himachal-pradesh,105295,214499346.1
himachal-pradesh,85924,150632781.7
himachal-pradesh,81806,173865536.3
himachal-pradesh,73343,156927017.8
himachal-pradesh,63522,34859055.9
himachal-pradesh,61878,118195354.4
himachal-pradesh,39474,72280166.45
himachal-pradesh,638897,1987213686
himachal-pradesh,315778,393646876.8
himachal-pradesh,164472,259896888.9
himachal-pradesh,97284,159845071.5
himachal-pradesh,77632,187873703.8
himachal-pradesh,64066,120188869.5
himachal-pradesh,46869,82671386.83
himachal-pradesh,45028,87826384.32
himachal-pradesh,43276,67655062.68
himachal-pradesh,43264,87374983.33
himachal-pradesh,700705,2103715013
himachal-pradesh,415229,558025818.3
himachal-pradesh,209045,388452345.7
himachal-pradesh,120582,230949261
himachal-pradesh,81253,172611226.3
himachal-pradesh,68486,179065664.2
himachal-pradesh,68284,143680524.1
himachal-pradesh,67009,145135056.5
himachal-pradesh,65357,144211038.3
himachal-pradesh,57183,101668754.7
himachal-pradesh,696682,1926017209
himachal-pradesh,604124,815257737.7
himachal-pradesh,281400,521636955
himachal-pradesh,167673,327099653.6
himachal-pradesh,132188,313677442.6
himachal-pradesh,113161,217325208.7
himachal-pradesh,108206,229562737.3
himachal-pradesh,85380,181093354.5
himachal-pradesh,80698,176337122.6
himachal-pradesh,78525,150352983.7
himachal-pradesh,1159901,2164436965
himachal-pradesh,619267,821223440.8
himachal-pradesh,274339,516424443.2
himachal-pradesh,215773,534765149
himachal-pradesh,185062,344461015.7
himachal-pradesh,149733,299025321.9
himachal-pradesh,116376,209461675.1
himachal-pradesh,113805,240217830.6
himachal-pradesh,104364,189739040
himachal-pradesh,95196,187138431.7
himachal-pradesh,1631599,2778990708
himachal-pradesh,736032,910208843.9
himachal-pradesh,320986,582835727.5
himachal-pradesh,231797,390941863.8
himachal-pradesh,207149,389512019
himachal-pradesh,131245,268858354.2
himachal-pradesh,128227,229771646.9
himachal-pradesh,127967,231574649.4
himachal-pradesh,108761,204972266.2
himachal-pradesh,105922,203829155.7
himachal-pradesh,2329788,3893910515
himachal-pradesh,994540,1121847281
himachal-pradesh,401342,683288037.5
himachal-pradesh,293791,467430517.8
himachal-pradesh,287405,512908587.2
himachal-pradesh,240811,536434497.5
himachal-pradesh,181081,309793725.8
himachal-pradesh,176958,318514769.4
